Year,State_ID,State,Capacidad instalada de las plantas potabilizadoras en operaciÃ³n (litros por segundo) a/,Capacidad total de almacenamiento de las presas (millones de metros cÃºbicos) b/,Capacidad Ãºtil de almacenamiento de las presas (millones de metros cÃºbicos) b/,CrÃ©ditos en programas de vivienda,Fuentes de abastecimiento de agua a/,InversiÃ³n ejercida en programas de vivienda (miles de pesos),Jardines vecinales a/,Localidades con el servicio de drenaje y alcantarillado a/,Localidades con el servicio de energÃ­a elÃ©ctrica a/,Localidades con red de distribuciÃ³n de agua entubada a/,Parques de juegos infantiles a/,Plantas potabilizadoras de agua en operaciÃ³n a/,Sistemas de agua entubada a/,Sistemas de drenaje y alcantarillado a/,Tomas domiciliarias de agua entubada a/,Tomas instaladas de energÃ­a elÃ©ctrica a/,Volumen anual utilizado de agua de las presas (millones de metros cÃºbicos) c/,Volumen suministrado anual de agua potable (millones de metros cÃºbicos) b/
2009,26,Sonora,2868,8408.0,7044,47559.0,5507,7409099.0,ND,229,4952,1041,ND,16,1041,229,658206,817490.0,ND,74
2009,27,Tabasco,8145,0.0,0,27197.0,869,2593289.0,287,291,1697,1391,135,36,808,269,385540,617639.0,0,225
2009,28,Tamaulipas,14890,14050.0,8588,55813.0,ND,9383817.0,ND,92,1157,899,ND,66,113,43,923133,1166753.0,ND,ND
2009,29,Tlaxcala,0,78.0,72,11174.0,455,1010913.0,0,ND,375,ND,12,0,ND,ND,ND,324915.0,ND,0
2009,30,Veracruz de Ignacio de la Llave,6912,604.0,366,107737.0,65783,9941326.0,39,1967,7462,6262,7,13,5321,1002,1558814,2284364.0,114,139
2009,31,YucatÃ¡n,3060,0.0,0,30846.0,982,4549753.0,862,4,ND,634,1006,3,634,22,537622,628363.0,0,80
2009,32,Zacatecas,13,779.0,636,18585.0,1667,1201783.0,96,911,3786,1822,42,60,1502,1066,344658,487792.0,248,0
2009,99,No especificada,,,,51745.0,,4641253.0,,,,,,,,,,,,
2010,01,Aguascalientes,ND,467,435,22212.0,ND,3736898.0,172,403,1614,470,203,ND,358,379,322696,388478.0,132,ND
2010,02,Baja California,12056,188,135,46262.0,6385,10629730.0,98,15,3056,251,262,30,196,20,1063677,1068414.0,1852,195
2010,03,Baja California Sur,216,60,31,12113.0,111,2670143.0,64,17,1436,78,109,16,74,15,115812,232236.0,1,6
2010,04,Campeche,13,0,0,19605.0,703,1417154.0,119,25,1233,427,265,1,428,25,186836,240451.0,0,NS
2010,05,Coahuila de Zaragoza,2061,8225,5561,37793.0,387,8624582.0,ND,136,937,335,ND,64,37,29,793295,858773.0,847,48
2010,06,Colima,0,0,0,11778.0,285,2022381.0,196,83,208,177,257,0,160,84,233962,253896.0,242,0
2010,07,Chiapas,0,41093,34337,109917.0,19317,4310394.0,78,1080,14812,0,79,0,0,1067,0,1283499.0,49054,0
2010,08,Chihuahua,590,4491,4189,55464.0,ND,9289183.0,ND,332,1246,1561,ND,4,1460,296,1099969,1133674.0,1335,39
2010,09,Ciudad de MÃ©xico,4818,3,ND,62428.0,560,22633884.0,694,ND,482,ND,547,43,4,ND,1122738,2771278.0,ND,84
2010,10,Durango,23,4173,3989,27081.0,12182,2600275.0,0,848,1183,970,0,14,184,522,456807,476017.0,167,NS
2010,11,Guanajuato,436,2494,1500,60677.0,594,9838845.0,334,ND,4133,299,283,35,ND,ND,987632,1693312.0,603,11
2010,12,Guerrero,3328,3098,2082,72660.0,9780,4298043.0,177,ND,4799,1334,56,12,1334,ND,379241,930371.0,10569,94
2010,13,Hidalgo,180,1743,1441,44178.0,6436,5378669.0,52,73,1567,349,149,3,235,55,40197,764970.0,1095,6
2010,14,Jalisco,13520,11269,10339,89659.0,29314,19279590.0,724,20,2589,16,111,29,8,8,1062992,2414578.0,863,329
2010,15,MÃ©xico,ND,ND,ND,142527.0,206,31600614.0,1132,2170,ND,ND,942,ND,ND,662,3309436,3524114.0,ND,ND
2010,16,MichoacÃ¡n de Ocampo,2875,14899,11977,76511.0,19437,5529874.0,78,1,3703,1,25,5,1,1,214567,1514997.0,24697,79
2010,17,Morelos,35,68,63,33191.0,285,6276649.0,39,344,1235,373,28,8,285,122,319585,616353.0,52,1
2010,18,Nayarit,0,7376,3916,13986.0,5331,2416756.0,15,91,589,24,5,0,24,91,202120,388384.0,ND,0
2010,19,Nuevo LeÃ³n,14571,ND,1658,95404.0,368,23387809.0,ND,2760,1072,2914,ND,12,486,52,1318193,1564918.0,192,225
2010,20,Oaxaca,1291,15007,10973,66987.0,2105,2380074.0,39,360,7851,2009,18,6,2009,360,547127,1177906.0,15990,13
2010,21,Puebla,925,473,352,96281.0,4680,7975185.0,ND,1530,3346,2601,ND,5,2759,1559,1066788,1720828.0,1502,21
2010,22,QuerÃ©taro,1769,278,238,33139.0,328,7842630.0,359,222,947,583,168,7,216,154,424231,561751.0,238,54
2010,23,Quintana Roo,ND,0,0,30382.0,640,7605907.0,418,17,ND,299,526,ND,299,17,368267,466760.0,0,ND
2010,24,San Luis PotosÃ­,1375,209,176,43498.0,987,4805483.0,202,1088,2349,1371,90,16,2186,393,569888,771645.0,77,31
2010,25,Sinaloa,9577,22974,13665,50081.0,1357,6751289.0,228,410,ND,1751,275,141,1308,409,778978,940143.0,8813,247
2010,26,Sonora,2868,8408,7044,57370.0,5507,7902112.0,ND,233,ND,924,ND,16,922,233,681526,839019.0,ND,74
2010,27,Tabasco,8415,0,0,28209.0,873,2764162.0,394,294,1082,1437,176,37,807,272,419827,639263.0,0,202
2010,28,Tamaulipas,14829,14050,8588,59188.0,ND,9220025.0,334,86,1218,859,212,75,115,42,922429,1201645.0,1261,ND
2010,29,Tlaxcala,0,78,59,9647.0,475,1008491.0,ND,ND,375,ND,12,0,ND,ND,ND,330517.0,36,0
2010,30,Veracruz de Ignacio de la Llave,6912,604,366,131358.0,65815,11282567.0,ND,1243,7469,5871,ND,13,4661,1197,1597512,2326999.0,101,139
2010,31,YucatÃ¡n,3060,0,0,33688.0,982,5441042.0,361,4,ND,634,481,3,634,22,576934,645817.0,0,80
2010,32,Zacatecas,10,779,636,14100.0,1670,1335618.0,239,914,3833,1813,181,63,1503,1069,347646,503050.0,248,2
2010,99,No especificada,,,,51381.0,,989072.0,,,,,,,,,,,,
2011,01,Aguascalientes,ND,467.0,437,19580.0,ND,3929718.0,213,417,1771,481,225,ND,470,403,336710,399477,132,ND
2011,02,Baja California,12156,188.0,135,52810.0,6515,10529716.0,106,17,3624,251,298,31,192,22,1087650,1096278,1973,201
2011,03,Baja California Sur,215,60.0,31,10906.0,138,2810095.0,81,22,2341,106,156,17,102,20,187528,240134,1,6
2011,04,Campeche,13,0.0,0,21433.0,710,1510719.0,182,25,1616,445,404,1,442,25,194843,250614,0,NS
2011,05,Coahuila de Zaragoza,2028,8225.0,5561,36272.0,379,8216540.0,181,130,937,343,198,56,37,28,774391,863382,898,46
2011,06,Colima,0,0.0,0,12149.0,318,1910151.0,220,92,210,201,307,0,183,94,249623,262877,218,0
2011,07,Chiapas,2500,36602.0,30148,79940.0,19340,3987576.0,25,1103,16163,ND,24,2,ND,1090,ND,1331262,81819,61
2011,08,Chihuahua,590,4491.0,ND,53732.0,464,8677074.0,0,345,1246,1538,0,4,1422,307,869223,1132736,1425,46
2011,09,Ciudad de MÃ©xico,5131,3.0,0,57342.0,566,25689498.0,726,ND,482,ND,569,42,4,ND,1123522,2831637,ND,118
2011,10,Durango,23,4173.0,3989,27968.0,10459,2669235.0,0,868,1182,1011,0,14,192,577,465747,493002,4528,NS
2011,11,Guanajuato,436,2494.0,1481,62405.0,628,10520708.0,429,ND,4133,262,456,35,ND,ND,1003941,1722302,1150,11
2011,12,Guerrero,3328,3098.0,2082,38441.0,9959,3687503.0,48,ND,5246,1394,39,12,1394,ND,394452,981022,11912,94
2011,13,Hidalgo,180,1743.0,1440,62689.0,6411,6048215.0,79,86,ND,380,44,3,266,68,41318,812076,1470,6
2011,14,Jalisco,13542,11269.0,10339,78105.0,27935,20820588.0,739,20,2658,16,103,26,8,8,1081280,2482672,886,330
2011,15,MÃ©xico,ND,1662.0,ND,144708.0,215,30283706.0,748,1674,ND,ND,457,ND,ND,597,3627058,ND,1662,ND
2011,16,MichoacÃ¡n de Ocampo,2875,14899.0,11977,77051.0,19861,5955875.0,78,1,3671,1,25,5,1,1,220208,1557341,27366,79
2011,17,Morelos,60,68.0,63,32442.0,2363,6099166.0,21,355,1334,373,15,12,300,124,328896,632506,50,2
2011,18,Nayarit,0,7376.0,3916,13655.0,5019,2043956.0,16,94,589,25,6,0,25,94,209381,401542,10,0
2011,19,Nuevo LeÃ³n,14571,1463.0,1162,88508.0,448,23752362.0,ND,2815,1072,3008,ND,12,490,52,1360564,1609377,210,225
2011,20,Oaxaca,1291,15007.0,10966,56802.0,3501,1979118.0,54,365,8475,2026,5,6,2026,365,550881,1213921,15985,13
2011,21,Puebla,865,473.0,352,49548.0,4688,7822864.0,202,1556,3053,2621,320,5,2768,1577,1068598,1772256,1547,19
2011,22,QuerÃ©taro,1769,278.0,239,37405.0,313,7833057.0,370,290,992,961,189,7,215,241,445097,590463,ND,54
2011,23,Quintana Roo,ND,0.0,0,27258.0,639,6918546.0,258,17,ND,299,306,ND,299,17,384157,495428,0,ND
2011,24,San Luis PotosÃ­,1375,216.0,183,37599.0,1045,4956703.0,299,1171,2594,1413,61,16,2217,482,590247,819730,74,31
2011,25,Sinaloa,9603,22897.0,13433,67278.0,337,6255885.0,ND,270,2011,462,ND,143,665,271,435461,943505,9213,254
2011,26,Sonora,3168,8408.0,7044,61779.0,5507,7811261.0,ND,233,811,924,ND,16,924,233,717593,851239,ND,1
2011,27,Tabasco,8435,0.0,0,25557.0,866,2823833.0,413,522,1071,1460,183,39,806,311,442528,664562,0,209
2011,28,Tamaulipas,14394,14074.0,8889,46099.0,ND,8072053.0,8,86,1237,365,23,68,103,42,1003868,1199747,1081,ND
2011,29,Tlaxcala,0,78.0,71,8409.0,476,1052335.0,166,303,382,334,204,0,317,290,246369,339634,ND,0
2011,30,Veracruz de Ignacio de la Llave,6912,604.0,366,130758.0,65820,11129978.0,ND,1272,7523,5942,ND,13,4684,1220,1614905,2387044,111,139
2011,31,YucatÃ¡n,3600,0.0,0,34553.0,983,5279720.0,361,4,ND,634,481,3,634,28,589075,668828,0,95
2011,32,Zacatecas,14,773.0,662,14504.0,1686,1455734.0,246,917,3833,1834,185,76,1516,1072,354608,535327,258,NS
2011,99,No especificada,,,,26328.0,,1044544.0,,,,,,,,,,,,
2012,01,Aguascalientes,18,467.0,434,21598,464,4094461,220,422,1772,ND,261,1,ND,417,ND,411204.0,132,NS
2012,02,Baja California,12202,188.0,135,56867,6628,10296244,107,18,3626,ND,96,46,ND,26,ND,1124523.0,1986,210
2012,03,Baja California Sur,215,55.0,31,15640,122,2484434,71,17,2341,ND,200,19,ND,15,ND,247686.0,2,6
2012,04,Campeche,13,0.0,0,13176,730,1799252,185,25,1616,ND,412,1,ND,25,ND,259598.0,0,NS
2012,05,Coahuila de Zaragoza,2035,8225.0,5561,46550,367,8729663,199,130,937,ND,224,56,ND,30,ND,870245.0,1519,54
2012,06,Colima,0,0.0,0,11640,319,2436182,279,93,210,ND,353,0,ND,91,ND,270525.0,240,0
2012,07,Chiapas,4500,36602.0,30148,77456,30460,3920532,56,1226,16177,ND,141,4,ND,1212,ND,1370898.0,74173,85
2012,08,Chihuahua,535,4491.0,ND,52116,494,9329666,ND,356,1240,ND,ND,4,ND,314,ND,1142032.0,1068,10
2012,09,Ciudad de MÃ©xico,5180,3.0,ND,52821,540,30682440,719,ND,547,ND,601,38,ND,ND,ND,2878230.0,ND,103
2012,10,Durango,15,4173.0,3984,27149,12410,2809081,ND,60,1182,ND,ND,42,ND,7,ND,501481.0,1119,NS
2012,11,Guanajuato,437,2422.0,1673,59921,680,11944372,605,283,4156,ND,549,35,ND,ND,ND,1775714.0,726,14
2012,12,Guerrero,3328,3098.0,2082,56775,10540,3792201,ND,ND,5153,ND,ND,12,ND,ND,ND,1004550.0,8985,95
2012,13,Hidalgo,332,1743.0,1440,53935,6548,5800315,89,2129,3252,ND,37,20,ND,2129,ND,855847.0,1237,10
2012,14,Jalisco,13735,12198.0,10991,83720,24300,21162612,703,4,2667,ND,92,26,ND,19,ND,2550987.0,801,239
2012,15,MÃ©xico,22164,1662.0,ND,133621,221,28406130,1098,1855,3353,ND,482,11,ND,767,ND,3917400.0,1662,ND
2012,16,MichoacÃ¡n de Ocampo,2875,14286.0,11514,68345,20300,5507695,ND,1,3825,ND,ND,5,ND,1,ND,1602534.0,24964,69
2012,17,Morelos,60,68.0,54,32930,2427,5633651,17,355,1318,ND,66,12,ND,124,ND,689769.0,52,2
2012,18,Nayarit,0,9769.0,5407,21782,5444,2156741,17,94,589,ND,6,0,ND,94,ND,411546.0,10,0
2012,19,Nuevo LeÃ³n,14571,1463.0,360,92101,ND,24742111,ND,ND,1072,ND,ND,12,ND,ND,ND,1654974.0,242,243
2012,20,Oaxaca,1291,12239.0,9543,122465,32698,2622137,18,377,8524,ND,14,6,ND,377,ND,1248472.0,30946,13
2012,21,Puebla,815,473.0,352,104979,4688,8135602,83,1702,3096,ND,79,5,ND,1682,ND,1822848.0,1365,25
2012,22,QuerÃ©taro,1769,278.0,239,28879,322,8580997,399,335,993,ND,252,7,ND,284,ND,624859.0,2,49
2012,23,Quintana Roo,ND,0.0,0,32224,672,7090619,ND,17,ND,ND,ND,ND,ND,17,ND,518683.0,0,ND
2012,24,San Luis PotosÃ­,1315,216.0,183,38220,1093,5521466,215,1189,2753,ND,47,14,ND,499,ND,841274.0,74,30
2012,25,Sinaloa,9603,22917.0,13898,35785,ND,6534479,672,ND,2204,ND,471,144,ND,ND,ND,960916.0,6354,261
2012,26,Sonora,4687,8408.0,7044,52713,5544,7986684,ND,226,842,ND,ND,34,ND,226,ND,858882.0,3699,63
2012,27,Tabasco,8395,0.0,0,ND,909,ND,423,512,1741,ND,167,40,ND,323,ND,650589.0,0,204
2012,28,Tamaulipas,14659,14074.0,8889,46551,ND,7519021,ND,106,963,ND,ND,67,ND,92,ND,1207366.0,917,ND
2012,29,Tlaxcala,0,78.0,71,10529,485,1088031,136,191,385,ND,98,0,ND,176,ND,354024.0,ND,0
2012,30,Veracruz de Ignacio de la Llave,6912,604.0,366,143209,65833,11469309,ND,1281,7563,ND,ND,13,ND,1229,ND,2466070.0,117,139
2012,31,YucatÃ¡n,3600,0.0,0,38131,997,5529799,489,4,ND,ND,801,3,ND,30,ND,689229.0,0,80
2012,32,Zacatecas,14,773.0,662,13575,1699,1641557,278,918,3833,ND,195,81,ND,1073,ND,547600.0,141,NS
2013,01,Aguascalientes,18,467.0,435,20349.0,358,4060976.0,203,422,1778,ND,235,1,ND,427,ND,422341.0,132,NS
2013,02,Baja California,12156,188.0,135,54613.0,6657,8630117.0,116,19,3648,ND,286,31,ND,27,ND,1149356.0,2084,212
2013,03,Baja California Sur,215,55.0,31,16117.0,158,2487750.0,61,22,1960,ND,211,19,ND,21,ND,256243.0,2,7
2013,04,Campeche,13,0.0,0,12522.0,739,1692153.0,186,25,1617,ND,414,1,ND,25,ND,273876.0,0,NS
2013,05,Coahuila de Zaragoza,2175,8225.0,5561,49931.0,362,9026114.0,657,130,937,ND,381,60,ND,30,ND,924418.0,982,66
2013,06,Colima,0,0.0,0,9064.0,321,2090774.0,632,96,210,ND,6,0,ND,93,ND,276781.0,270,0
2013,07,Chiapas,4500,36602.0,30148,54154.0,19434,3782583.0,77,1250,16189,ND,199,4,ND,1236,ND,1411725.0,52887,89
2013,08,Chihuahua,579,4491.0,ND,86349.0,505,12685450.0,ND,362,1246,ND,ND,7,ND,319,ND,1181069.0,592,10
2013,09,Ciudad de MÃ©xico,4419,3.0,ND,84866.0,540,24755261.0,668,ND,547,ND,592,39,ND,ND,ND,2936948.0,ND,94
2013,10,Durango,15,5903.0,3988,32887.0,9916,3362330.0,ND,60,1182,ND,ND,45,ND,7,ND,509091.0,746,NS
2013,11,Guanajuato,687,2423.0,1674,52789.0,691,10634772.0,661,290,4175,ND,423,36,ND,ND,ND,1817820.0,634,144
2013,12,Guerrero,3328,3098.0,2082,32682.0,10740,3261848.0,ND,ND,5236,ND,ND,12,ND,ND,ND,988304.0,5368,95
2013,13,Hidalgo,362,1743.0,1440,35873.0,6593,6515838.0,116,3430,3268,ND,53,23,ND,3671,ND,871431.0,1363,11
2013,14,Jalisco,13715,12220.0,11012,91725.0,30108,22677332.0,710,4,2745,ND,92,25,ND,19,ND,2626504.0,753,245
2013,15,MÃ©xico,22164,1662.0,ND,105927.0,221,26577281.0,1912,2669,4472,ND,1462,11,ND,792,ND,4050931.0,1662,ND
2013,16,MichoacÃ¡n de Ocampo,3025,14357.0,11566,33240.0,20463,5370685.0,75,12,3873,ND,52,5,ND,12,ND,1631802.0,1244,79
2013,17,Morelos,60,68.0,54,23597.0,2612,5375255.0,54,355,1349,ND,103,12,ND,124,ND,670667.0,52,1
2013,18,Nayarit,0,9769.0,5308,12297.0,5447,2588459.0,17,94,589,ND,6,0,ND,94,ND,428007.0,5062,0
2013,19,Nuevo LeÃ³n,14748,1463.0,1104,128158.0,431,26063677.0,ND,2901,1072,ND,ND,14,ND,52,ND,1699056.0,221,141
2013,20,Oaxaca,1641,12239.0,9543,24703.0,33693,2407641.0,72,398,8535,ND,58,7,ND,388,ND,1287380.0,30946,13
2013,21,Puebla,815,473.0,347,39606.0,4857,7467911.0,ND,1703,3096,ND,ND,5,ND,1683,ND,1867854.0,1798,26
2013,22,QuerÃ©taro,1769,278.0,239,31536.0,325,9263828.0,306,314,996,ND,214,7,ND,239,ND,653369.0,1,54
2013,23,Quintana Roo,ND,0.0,0,26578.0,ND,6977977.0,ND,17,ND,ND,ND,ND,ND,17,ND,545022.0,0,ND
2013,24,San Luis PotosÃ­,1315,216.0,183,39964.0,1261,6220312.0,263,1200,2630,ND,50,14,ND,512,ND,858800.0,74,30
2013,25,Sinaloa,9228,22974.0,8875,33609.0,ND,6575583.0,ND,ND,2071,ND,ND,143,ND,ND,ND,981885.0,9213,263
2013,26,Sonora,4687,8408.0,7044,48596.0,5544,7945174.0,ND,230,812,ND,ND,34,ND,230,ND,872393.0,4594,61
2013,27,Tabasco,8502,0.0,0,19913.0,922,3167386.0,430,515,1695,ND,158,41,ND,323,ND,695228.0,0,244
2013,28,Tamaulipas,14969,14074.0,8889,56246.0,ND,7377214.0,183,108,967,ND,255,65,ND,100,ND,1211625.0,1214,381
2013,29,Tlaxcala,0,78.0,71,8122.0,512,1063854.0,213,257,385,ND,160,0,ND,199,ND,363165.0,ND,0
2013,30,Veracruz de Ignacio de la Llave,7162,604.0,366,65772.0,65601,11539611.0,ND,1299,7648,ND,ND,15,ND,1247,ND,2545535.0,117,146
2013,31,YucatÃ¡n,4500,0.0,0,33227.0,1003,5533091.0,450,4,ND,ND,1032,4,ND,29,ND,718364.0,0,80
2013,32,Zacatecas,16,773.0,662,10036.0,1697,1600785.0,304,915,3810,ND,223,86,ND,1070,ND,546734.0,203,NS
2014,01,Aguascalientes,19,467.0,435,21379.0,245,4754582.0,ND,522,1783,ND,ND,1,ND,504,ND,433656.0,132,1
2014,02,Baja California,12156,177.0,171,51455.0,6719,9385690.0,ND,19,3659,ND,ND,31,ND,27,ND,1168513.0,6270,220
2014,03,Baja California Sur,211,68.0,39,13754.0,186,2669615.0,ND,23,1961,ND,ND,19,ND,22,ND,263646.0,3,7
2014,04,Campeche,13,0.0,0,13764.0,750,2182766.0,ND,25,1621,ND,ND,1,ND,25,ND,291664.0,0,NS
2014,05,Coahuila de Zaragoza,2175,8236.0,5563,52979.0,362,10433401.0,ND,130,937,ND,ND,60,ND,30,ND,947077.0,773,66
2014,06,Colima,0,0.0,0,11656.0,329,2582080.0,ND,95,211,ND,ND,0,ND,94,ND,283809.0,0,0
2014,07,Chiapas,4752,36602.0,30148,58922.0,19430,4285720.0,ND,1269,16209,ND,ND,4,ND,1257,ND,1455747.0,79179,83
2014,08,Chihuahua,440,4483.0,ND,61406.0,514,15867900.0,ND,371,1246,ND,ND,5,ND,326,ND,1195920.0,957,7
2014,09,Ciudad de MÃ©xico,5738,3.0,ND,104526.0,531,32396692.0,ND,ND,560,ND,ND,50,ND,ND,ND,2958764.0,ND,139
2014,10,Durango,220,5903.0,3988,32507.0,9961,3835013.0,ND,60,3672,ND,ND,66,ND,7,ND,514365.0,1022,5
2014,11,Guanajuato,ND,2423.0,1674,53742.0,706,11862900.0,ND,290,4177,ND,ND,ND,ND,ND,ND,1865870.0,829,ND
2014,12,Guerrero,3548,3087.0,2082,21983.0,12315,2735077.0,ND,ND,5238,ND,ND,12,ND,ND,ND,1038653.0,5562,100
2014,13,Hidalgo,362,1743.0,1440,36456.0,6605,7874100.0,ND,3433,2801,ND,ND,23,ND,3676,ND,889000.0,1792,13
2014,14,Jalisco,15408,12426.0,11012,93911.0,33787,25318031.0,ND,4,2738,ND,ND,43,ND,20,ND,2689218.0,1305,262
2014,15,MÃ©xico,22164,1514.0,ND,95409.0,223,27705640.0,ND,3797,4607,ND,ND,11,ND,745,ND,4256676.0,1514,ND
2014,16,MichoacÃ¡n de Ocampo,4025,14353.0,11561,28209.0,20463,5484250.0,ND,12,3426,ND,ND,6,ND,12,ND,1614684.0,400,127
2014,17,Morelos,102,68.0,54,19929.0,2608,5434732.0,ND,355,1349,ND,ND,14,ND,124,ND,698338.0,47,3
2014,18,Nayarit,0,9769.0,5308,13931.0,5446,2703851.0,ND,94,589,ND,ND,0,ND,94,ND,440340.0,5293,0
2014,19,Nuevo LeÃ³n,14748,1463.0,1366,124335.0,431,29822169.0,ND,2901,1072,ND,ND,14,ND,52,ND,1739450.0,185,164
2014,20,Oaxaca,901,14783.0,11011,14095.0,35771,1798572.0,ND,501,8552,ND,ND,5,ND,475,ND,1322034.0,30639,10
2014,21,Puebla,815,459.0,347,58415.0,3889,8835944.0,ND,1735,2857,ND,ND,5,ND,1715,ND,1927121.0,1706,25
2014,22,QuerÃ©taro,1602,278.0,241,35226.0,323,11707673.0,ND,311,998,ND,ND,5,ND,258,ND,685013.0,55,50
2014,23,Quintana Roo,5,0.0,0,34311.0,700,8118303.0,ND,17,ND,ND,ND,1,ND,17,ND,573173.0,0,NS
2014,24,San Luis PotosÃ­,1335,216.0,183,29941.0,1316,6718686.0,ND,1217,2646,ND,ND,15,ND,531,ND,879426.0,74,30
2014,25,Sinaloa,9364,22843.0,11099,35769.0,910,7627914.0,ND,538,2203,ND,ND,143,ND,516,ND,991424.0,7054,263
2014,26,Sonora,5515,8392.0,7775,48752.0,5632,9387354.0,ND,230,821,ND,ND,22,ND,230,ND,884345.0,5044,88
2014,27,Tabasco,8502,0.0,0,18387.0,931,3920589.0,ND,526,1714,ND,ND,41,ND,326,ND,717984.0,0,250
2014,28,Tamaulipas,15215,13334.0,6902,57212.0,ND,8730801.0,ND,102,963,ND,ND,63,ND,92,ND,1207194.0,2477,393
2014,29,Tlaxcala,0,78.0,71,9853.0,523,1252008.0,ND,ND,405,ND,ND,0,ND,ND,ND,373893.0,ND,0
2014,30,Veracruz de Ignacio de la Llave,7162,604.0,366,56411.0,65603,12515192.0,ND,1414,7688,ND,ND,15,ND,1350,ND,2606369.0,113,146
2014,31,YucatÃ¡n,4500,0.0,0,32678.0,995,5922021.0,ND,4,ND,ND,ND,4,ND,26,ND,737967.0,0,80
2014,32,Zacatecas,17,756.0,615,9981.0,1705,1669855.0,ND,917,3833,ND,ND,92,ND,1072,ND,559084.0,272,NS
